row_id,platform,surface,publication_id,url,published_date,age_days_at_collection,collected_date,content_group_id,group_method,typologie,hook_or_caption_start,actual_format,format_detail,format_verification,ledger_format,ledger_format_matches_live,duration_s,slide_count,views,views_definition,reach,impressions,likes,comments,shares,saves,followers_gained,link_clicks,avg_watch_s,pct_viewed,core_interactions_per_1000_views,views_vs_platform_format_median,metrics_scope,observation_window,distribution,dq_notes
R165,tiktok,tiktok,7684285907590991126,https://www.tiktok.com/@ethniafrica/photo/7684285907590991126,2026-09-11,15,2026-09-26,benin-royaume-jamais-au-benin,ledger-url,pays,#benin #nigeria #afrique #ethniafrica (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,378,TikTok video/photo-post views,,,23,0,0,4,1,,14.5,15.6%,60.8,1.07,single_platform,lifetime (age in age_days_at_collection),organic,
R166,tiktok,tiktok,7684283952235908374,https://www.tiktok.com/@ethniafrica/photo/7684283952235908374,2026-09-11,15,2026-09-26,noms-de-metier-dioula-teke,ledger-url,mot,afrique #dioula #teke #ethniafrica (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,354,TikTok video/photo-post views,,,9,0,0,2,0,,13.81,14.1%,25.4,1,single_platform,lifetime (age in age_days_at_collection),organic,
R167,tiktok,tiktok,7684282290012261654,https://www.tiktok.com/@ethniafrica/photo/7684282290012261654,2026-09-11,15,2026-09-26,diaspora-noms-repris-saamaka,ledger-url,mot,afrodescendants #suriname #belize #eth (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,596,TikTok video/photo-post views,,,30,0,2,8,3,,18.94,15.1%,53.7,1.68,single_platform,lifetime (age in age_days_at_collection),organic,
R168,tiktok,tiktok,7684276118811086102,https://www.tiktok.com/@ethniafrica/photo/7684276118811086102,2026-09-11,15,2026-09-26,exonymes-hottentot-kirdi-dogon,ledger-url,mot,afrique #exonyme #dogon #ethniafrica (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,325,TikTok video/photo-post views,,,6,0,0,1,1,,10.71,5.7%,18.5,0.92,single_platform,lifetime (age in age_days_at_collection),organic,
R169,tiktok,tiktok,7684273739822796054,https://www.tiktok.com/@ethniafrica/photo/7684273739822796054,2026-09-11,15,2026-09-26,toponymie-villes-montagnes-fantomes,ledger-url,mot,afrique #brazzaville #kinshasa #ethnia (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,329,TikTok video/photo-post views,,,25,0,0,7,1,,16.43,19.9%,76,0.93,single_platform,lifetime (age in age_days_at_collection),organic,
R170,tiktok,tiktok,7684269804156423446,https://www.tiktok.com/@ethniafrica/photo/7684269804156423446,2026-09-11,15,2026-09-26,fulbe-personne-appele-comme-ca,ledger-url,peuple,#peul #fulbe #mali #ethniafrica #guiné (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,2131,TikTok video/photo-post views,,,117,6,1,25,18,,23.13,29.1%,58.2,6.02,single_platform,lifetime (age in age_days_at_collection),organic,
R171,tiktok,tiktok,7683299322309496086,https://www.tiktok.com/@ethniafrica/video/7683299322309496086,2026-09-09,17,2026-09-26,senegal-notre-pirogue,ledger-url,pays,Le Sénégal signifie-t-il vraiment « no,short_video,video,TikTok Studio item type + URL path,video,yes,35,,377,TikTok video/photo-post views,,,21,0,0,4,3,,7.54,2.6%,55.7,1.25,single_platform,lifetime (age in age_days_at_collection),organic,
R172,tiktok,tiktok,7683294371663465750,https://www.tiktok.com/@ethniafrica/video/7683294371663465750,2026-09-09,17,2026-09-26,ghana-empire-jamais-sur-son-territoire,ledger-url,pays,Le Ghana porte le nom d'un empire qui,short_video,video,TikTok Studio item type + URL path,video,yes,35,,418,TikTok video/photo-post views,,,17,0,3,4,5,,12.67,9.1%,47.8,1.38,single_platform,lifetime (age in age_days_at_collection),organic,
R173,tiktok,tiktok,7682874075513130262,https://www.tiktok.com/@ethniafrica/photo/7682874075513130262,2026-09-07,19,2026-09-26,bantou-mot-de-linguiste-allemand,ledger-url,mot,« Bantou » n'est pas le nom d'un peupl,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,427,TikTok video/photo-post views,,,10,0,0,1,0,,2.18,13.2%,23.4,1.21,single_platform,lifetime (age in age_days_at_collection),organic,
R174,tiktok,tiktok,7682868314187648278,https://www.tiktok.com/@ethniafrica/video/7682868314187648278,2026-09-07,19,2026-09-26,bantou-mot-de-linguiste-allemand,ledger-url,mot,« Bantou » n'est pas le nom d'un peupl,short_video,video,TikTok Studio item type + URL path,video,yes,35,,394,TikTok video/photo-post views,,,6,0,2,0,0,,3.95,1.5%,20.3,1.3,single_platform,lifetime (age in age_days_at_collection),organic,
R175,tiktok,tiktok,7682865174155496726,https://www.tiktok.com/@ethniafrica/video/7682865174155496726,2026-09-07,19,2026-09-26,cameroun-crevette,ledger-url,pays,Le Cameroun porte le nom d'une crevett,short_video,video,TikTok Studio item type + URL path,video,yes,35,,426,TikTok video/photo-post views,,,12,0,0,2,9,,4.41,1.6%,28.2,1.41,single_platform,lifetime (age in age_days_at_collection),organic,
R176,tiktok,tiktok,7682862732017716502,https://www.tiktok.com/@ethniafrica/video/7682862732017716502,2026-09-07,19,2026-09-26,mercator-afrique-petite,ledger-url,mot,164 pays ont voté pour corriger la carte du monde. Un seul a voté contre. Tu sais pourquoi l'Afrique paraît si petite su,short_video,video,TikTok Studio item type + URL path,video,yes,58,,412,TikTok video/photo-post views,,,12,0,0,1,0,,6.08,2.1%,29.1,1.36,single_platform,lifetime (age in age_days_at_collection),organic,
R177,tiktok,tiktok,7682860953662262550,https://www.tiktok.com/@ethniafrica/photo/7682860953662262550,2026-09-07,19,2026-09-26,lingala-invente-par-les-belges,ledger-url,langue,Le lingala a-t-il été inventé par des,carousel,photo_carousel,TikTok Studio item type + URL path,video,NO,,,403,TikTok video/photo-post views,,,8,0,0,1,0,,4.17,19.5%,19.9,1.14,single_platform,lifetime (age in age_days_at_collection),organic,LEDGER FORMAT MISMATCH: ledger=video live=photo_carousel
R178,tiktok,tiktok,7682859579872529686,https://www.tiktok.com/@ethniafrica/photo/7682859579872529686,2026-09-07,19,2026-09-26,afrique-province-romaine,ledger-url,mot,Trente millions de kilomètres carrés.,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,414,TikTok video/photo-post views,,,5,0,0,0,0,,2.92,16.7%,12.1,1.17,single_platform,lifetime (age in age_days_at_collection),organic,
R179,tiktok,tiktok,7681993509959699734,https://www.tiktok.com/@ethniafrica/video/7681993509959699734,2026-09-05,21,2026-09-26,brand-intro-no-subject,text-rule,,"EthniAfrica, c'est quoi ? Un atlas éditorial en français consacré aux",short_video,video,TikTok Studio item type + URL path,,,5,,28,TikTok video/photo-post views,,,5,0,0,0,1,,1.53,6.7%,178.6,0.09,single_platform,lifetime (age in age_days_at_collection),organic,"traffic split unavailable (<100 views); subject matched from caption text, not URL"
R180,tiktok,tiktok,7681920972634459414,https://www.tiktok.com/@ethniafrica/video/7681920972634459414,2026-09-05,21,2026-09-26,nigeria-flora-shaw,ledger-url,pays,"Le nom ""Nigeria"" a été proposé par une journaliste, dans un journ",short_video,video,TikTok Studio item type + URL path,video,yes,38,,24,TikTok video/photo-post views,,,3,0,0,0,0,,7.2,0%,125,0.08,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views)
R181,tiktok,tiktok,7681920917378829590,https://www.tiktok.com/@ethniafrica/video/7681920917378829590,2026-09-05,21,2026-09-26,lingala-invente-par-les-belges,ledger-url,langue,"Le nom ""lingala"" a été inventé par les Belges ? Pas si simple…",short_video,video,TikTok Studio item type + URL path,video,yes,35,,24,TikTok video/photo-post views,,,3,0,0,0,0,,15.08,8%,125,0.08,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views)
R182,tiktok,tiktok,7681920927034100995,https://www.tiktok.com/@ethniafrica/video/7681920927034100995,2026-09-05,21,2026-09-26,afrique-province-romaine,ledger-url,mot,"Le nom ""Afrique"" ne désignait au départ qu'une seule province romaine. Comment un peuple a fini par nommer tout un conti",short_video,video,TikTok Studio item type + URL path,video,yes,42,,24,TikTok video/photo-post views,,,3,0,0,0,2,,10.75,7.1%,125,0.08,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views)
R183,youtube,youtube,sA3Sy8MAae4,https://www.youtube.com/shorts/sA3Sy8MAae4,2026-09-25,1,2026-09-26,frontieres-appartenance,text-rule,,Pourquoi les pays d'Afrique ont-ils gardé leurs frontières ?,short_video,Short,YouTube Studio content type,,,133,,1171,YouTube views (Shorts: start of play/swipe-in),,39,24,1,9,,7,,68,51.2%,29,2.2,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R184,youtube,youtube,bqpj5UiwGJ8,https://www.youtube.com/shorts/bqpj5UiwGJ8,2026-09-25,1,2026-09-26,manden-mande-mandingue-trois-mots,ledger-url,langue,D'où vient le nom Mandé ?,short_video,Short,YouTube Studio content type,video,yes,179,,282,YouTube views (Shorts: start of play/swipe-in),,32,5,1,1,,1,,74,41.7%,24.8,0.53,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R185,youtube,youtube,A99ETtxdxiU,https://www.youtube.com/watch?v=A99ETtxdxiU,2026-09-25,1,2026-09-26,mali-quelle-histoire,ledger-url,pays,D'où vient le nom Mali ? #ethniafrica,standard_video,"standard video (3:07, non-Short)",YouTube Studio content type,video,yes,187,,5,YouTube views (Shorts: start of play/swipe-in),,146,0,1,0,,,,108,58.2%,200,1,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R186,youtube,youtube,Jrts8VGjaPo,https://www.youtube.com/shorts/Jrts8VGjaPo,2026-09-23,3,2026-09-26,pourquoi-la-meconnaissance-freine-l-afrique,ledger-url,introduction,Pourquoi ignorer nos noms freine l'Afrique ? #ethniafrica,short_video,Short,YouTube Studio content type,video,yes,141,,859,YouTube views (Shorts: start of play/swipe-in),,51,16,0,8,,6,,60,42.7%,27.9,1.62,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R187,youtube,youtube,tcmstnubVjE,https://www.youtube.com/shorts/tcmstnubVjE,2026-09-23,3,2026-09-26,comprendre-afrique-noms,ledger-url,introduction,Comprendre l'Afrique à travers les noms,short_video,Short,YouTube Studio content type,video,yes,110,,570,YouTube views (Shorts: start of play/swipe-in),,166,18,1,10,,7,,56,51.7%,50.9,1.07,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R188,youtube,youtube,qezquq7jUqE,https://www.youtube.com/shorts/qezquq7jUqE,2026-09-21,5,2026-09-26,mbappe-d-ou-vient-le-nom,ledger-url,patronyme,D'où vient le nom « Mbappé » ? #ethniafrica,short_video,Short,YouTube Studio content type,video,yes,59,,453,YouTube views (Shorts: start of play/swipe-in),,63,5,1,0,,2,,26,45.1%,13.2,0.85,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R189,youtube,youtube,7nfhkaR1eUw,https://www.youtube.com/shorts/7nfhkaR1eUw,2026-09-21,5,2026-09-26,fulbe-sept-noms-un-sens-ouvert,ledger-url,peuple,D'où vient le nom « Fulbe » ? #EthniAfrica,short_video,Short,YouTube Studio content type,video,yes,156,,166,YouTube views (Shorts: start of play/swipe-in),,144,7,1,2,,5,,54,34.7%,60.2,0.31,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R190,youtube,youtube,_m_lmj2dgAI,https://www.youtube.com/shorts/_m_lmj2dgAI,2026-09-21,5,2026-09-26,swahili-le-nom-de-la-cote,ledger-url,langue,D'où vient le nom « swahili » ?,short_video,Short,YouTube Studio content type,video,yes,84,,248,YouTube views (Shorts: start of play/swipe-in),,137,3,2,0,,1,,63,75.9%,20.2,0.47,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R191,youtube,youtube,gjLIHxREip0,https://www.youtube.com/shorts/gjLIHxREip0,2026-09-21,5,2026-09-26,goma-un-nom-sans-source,ledger-url,lieu,D'où vient le nom « Goma » ? #ethniafrica,short_video,Short,YouTube Studio content type,video,yes,138,,77,YouTube views (Shorts: start of play/swipe-in),,79,2,1,0,,0,,52,38.1%,39,0.14,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R192,youtube,youtube,-6qrkZ2jMQU,https://www.youtube.com/shorts/-6qrkZ2jMQU,2026-09-21,5,2026-09-26,ethnie-d-ou-vient-le-mot,ledger-url,mot,D'où vient le mot « ethnie » ? #ethniafrica,short_video,Short,YouTube Studio content type,video,yes,109,,127,YouTube views (Shorts: start of play/swipe-in),,89,5,2,0,,1,,54,49.8%,55.1,0.24,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R193,youtube,youtube,vESK91smqxQ,https://www.youtube.com/shorts/vESK91smqxQ,2026-09-16,10,2026-09-26,manden-mande-mandingue-trois-mots,ledger-url,langue,"Au Mali, en Guinée et au Sénégal, « Mandé » n'est le nom propre d'aucun peuple. #ethniafrica",short_video,Short,YouTube Studio content type,video,yes,122,,1632,YouTube views (Shorts: start of play/swipe-in),,1661,43,1,26,,25,,80,66.4%,42.9,3.07,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R194,youtube,youtube,jsHu0bzx0DQ,https://www.youtube.com/shorts/jsHu0bzx0DQ,2026-09-16,10,2026-09-26,mungo-park-fleuve-joliba,ledger-url,mot,Mungo Park a-t-il découvert le fleuve Niger ? #ethniafrica,short_video,Short,YouTube Studio content type,video,yes,152,,1077,YouTube views (Shorts: start of play/swipe-in),,486,30,0,14,,10,,112,73.9%,40.9,2.03,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R195,youtube,youtube,9cUREZbgI5k,https://www.youtube.com/shorts/9cUREZbgI5k,2026-09-15,11,2026-09-26,cote-divoire-bouet-willaumez,ledger-url,pays,Le commandant Bouët-Willaumez a-t-il inventé la Côte d'Ivoire ? #ethniafrica,short_video,Short,YouTube Studio content type,video,yes,114,,321,YouTube views (Shorts: start of play/swipe-in),,416,7,0,0,,3,,97,85.9%,21.8,0.6,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R196,youtube,youtube,_znLd1YO_iU,https://www.youtube.com/shorts/_znLd1YO_iU,2026-09-14,12,2026-09-26,fulbe-personne-appele-comme-ca,ledger-url,peuple,Fulbe,short_video,Short,YouTube Studio content type,video,yes,98,,493,YouTube views (Shorts: start of play/swipe-in),,242,22,0,5,,8,,60,61.6%,54.8,0.93,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R197,youtube,youtube,L7EXNupLWds,https://www.youtube.com/shorts/L7EXNupLWds,2026-09-14,12,2026-09-26,nzema-appolo-frontiere,ledger-url,peuple,"En Côte d'Ivoire et au Ghana, on les appelle Appolo, du nom d'une sainte. Eux se disent Nzema.",short_video,Short,YouTube Studio content type,video,yes,48,,1261,YouTube views (Shorts: start of play/swipe-in),,254,28,1,3,,11,,29,60.8%,25.4,2.37,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R198,youtube,youtube,OQSu4O9TjN4,https://www.youtube.com/shorts/OQSu4O9TjN4,2026-09-12,14,2026-09-26,zombie-mot-bantou,ledger-url,mot,"Le premier film de zombies est américain. Le mot, lui, est bantou. #ethniafrica",short_video,Short,YouTube Studio content type,video,yes,66,,294,YouTube views (Shorts: start of play/swipe-in),,196,9,0,0,,2,,138,210.3%,30.6,0.55,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R199,youtube,youtube,-odrM5cp9jc,https://www.youtube.com/shorts/-odrM5cp9jc,2026-09-12,14,2026-09-26,keita-coulibaly-obligations-alliance,ledger-url,patronyme,"Au Mali, un Keïta et un Coulibaly n'ont pas le droit de se fâcher. #afrique",short_video,Short,YouTube Studio content type,video,yes,48,,1406,YouTube views (Shorts: start of play/swipe-in),,596,37,0,1,,8,,26,55.5%,27,2.65,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R200,youtube,youtube,9tqCwDKE4fw,https://www.youtube.com/shorts/9tqCwDKE4fw,2026-09-12,14,2026-09-26,vodun-mot-fon-esprit,ledger-url,mot,"Au Bénin, vodun veut dire esprit. Haïti a gardé le mot. #ethniafrica",short_video,Short,YouTube Studio content type,video,yes,57,,492,YouTube views (Shorts: start of play/swipe-in),,214,12,0,2,,6,,35,62.6%,28.5,0.93,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R201,youtube,youtube,1NUTL_-6t2w,https://www.youtube.com/shorts/1NUTL_-6t2w,2026-09-12,14,2026-09-26,nzebi-muyambili-memoire,ledger-url,peuple,"Au Gabon, un homme retenait par cœur l'histoire de tous les clans nzebi. #afrique",short_video,Short,YouTube Studio content type,video,yes,52,,738,YouTube views (Shorts: start of play/swipe-in),,384,12,0,2,,4,,36,69.7%,19,1.39,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R202,youtube,youtube,HUBAIkOPKTE,https://www.youtube.com/shorts/HUBAIkOPKTE,2026-09-12,14,2026-09-26,duala-peuple-avant-la-ville,ledger-url,peuple,"Au Cameroun, Douala est le nom d'un peuple avant d'être celui d'une ville #afrique",short_video,Short,YouTube Studio content type,video,yes,47,,656,YouTube views (Shorts: start of play/swipe-in),,347,10,0,1,,3,,26,56.8%,16.8,1.23,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R203,youtube,youtube,-M7cqgteHj0,https://www.youtube.com/shorts/-M7cqgteHj0,2026-09-12,14,2026-09-26,mami-wata-nom-anglais,ledger-url,mot,"Au Bénin comme au Cameroun, Mami Wata porte un nom anglais. #ethniafrica",short_video,Short,YouTube Studio content type,video,yes,63,,959,YouTube views (Shorts: start of play/swipe-in),,248,18,0,1,,4,,39,63.1%,19.8,1.8,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R204,youtube,youtube,AMorrZSdH18,https://www.youtube.com/shorts/AMorrZSdH18,2026-09-12,14,2026-09-26,krou-pas-lequipage,ledger-url,langue,"En Côte d'Ivoire, « Krou » ne vient pas de l'anglais crew. #afrique",short_video,Short,YouTube Studio content type,video,yes,90,,169,YouTube views (Shorts: start of play/swipe-in),,129,2,0,0,,1,,67,75.1%,11.8,0.32,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R205,youtube,youtube,x__i8o-IOvM,https://www.youtube.com/shorts/x__i8o-IOvM,2026-09-09,17,2026-09-26,senegal-notre-pirogue,ledger-url,pays,"Le nom du Sénégal vient-il de sunu gaal, « notre pirogue » en wolof ?",short_video,Short,YouTube Studio content type,video,yes,35,,1243,YouTube views (Shorts: start of play/swipe-in),,336,25,0,2,,7,,22,64.7%,21.7,2.34,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R206,youtube,youtube,T73Pg93_6_E,https://www.youtube.com/shorts/T73Pg93_6_E,2026-09-09,17,2026-09-26,ghana-empire-jamais-sur-son-territoire,ledger-url,pays,Le Ghana porte le nom d'un empire qui n'était pas là.,short_video,Short,YouTube Studio content type,video,yes,35,,1518,YouTube views (Shorts: start of play/swipe-in),,323,26,0,7,,11,,33,96.4%,21.7,2.86,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R207,youtube,youtube,TqwCu6Rf3QY,https://www.youtube.com/shorts/TqwCu6Rf3QY,2026-09-07,19,2026-09-26,mercator-afrique-petite,ledger-url,mot,164 voix pour. Une seule contre : les États-Unis.,short_video,Short,YouTube Studio content type,video,yes,58,,169,YouTube views (Shorts: start of play/swipe-in),,106,2,0,2,,2,,35,61.7%,23.7,0.32,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R208,youtube,youtube,rUF0su2g918,https://www.youtube.com/shorts/rUF0su2g918,2026-09-07,19,2026-09-26,bantou-mot-de-linguiste-allemand,ledger-url,mot,« Bantou » n'est pas le nom d'une ethnie. #afrique,short_video,Short,YouTube Studio content type,video,yes,35,,474,YouTube views (Shorts: start of play/swipe-in),,161,7,0,1,,2,,22,63.2%,16.9,0.89,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R209,youtube,youtube,_Q1E23vO78A,https://www.youtube.com/shorts/_Q1E23vO78A,2026-09-07,19,2026-09-26,cameroun-crevette,ledger-url,pays,Le Cameroun porte le nom d'une crevette #afrique #ethniafrica,short_video,Short,YouTube Studio content type,video,yes,36,,460,YouTube views (Shorts: start of play/swipe-in),,210,6,0,4,,0,,21,58.6%,21.7,0.87,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R210,youtube,youtube,k92YiX0QdXM,https://www.youtube.com/shorts/k92YiX0QdXM,2026-09-05,21,2026-09-26,brand-intro-no-subject,text-rule,,EthniAfrica - Atlas des peuples d'Afrique,short_video,Short,YouTube Studio content type,,,5,,52,YouTube views (Shorts: start of play/swipe-in),,174,0,0,0,,2,,7,157.7%,0,0.1,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R211,youtube,youtube,TtmKqJ5Ly3Q,https://www.youtube.com/shorts/TtmKqJ5Ly3Q,2026-09-05,21,2026-09-26,nigeria-flora-shaw,ledger-url,pays,"Qui a inventé le nom ""Nigeria"" ? #Shorts",short_video,Short,YouTube Studio content type,video,yes,39,,953,YouTube views (Shorts: start of play/swipe-in),,163,13,0,3,,6,,29,74.5%,16.8,1.79,single_platform,lifetime (age in age_days_at_collection),organic,ledger date mismatch; thumbnail impressions/CTR not meaningful for Shorts feed
R212,youtube,youtube,kzzDsZQlprI,https://www.youtube.com/shorts/kzzDsZQlprI,2026-09-05,21,2026-09-26,lingala-invente-par-les-belges,ledger-url,langue,Le lingala a-t-il été inventé par les Belges ? #Shorts,short_video,Short,YouTube Studio content type,video,yes,35,,705,YouTube views (Shorts: start of play/swipe-in),,228,9,0,3,,10,,22,64.8%,17,1.33,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R213,youtube,youtube,NcXOFuGbFvQ,https://www.youtube.com/shorts/NcXOFuGbFvQ,2026-09-05,21,2026-09-26,afrique-province-romaine,ledger-url,mot,"D'où vient le nom ""Afrique"" ? #Shorts",short_video,Short,YouTube Studio content type,video,yes,42,,798,YouTube views (Shorts: start of play/swipe-in),,126,12,0,6,,2,,35,85.2%,22.6,1.5,single_platform,lifetime (age in age_days_at_collection),organic,thumbnail impressions/CTR not meaningful for Shorts feed
R214,youtube,youtube-community,Ugkx8ugq,,2026-09-15 (11 days ago),11,2026-09-26,daloa-zokou-gbeuly,text-rule,lieu,"En Côte d'Ivoire, le fondateur de la ville de Daloa est mort en exil pour avoir résisté à la colonisation française.",carousel,community post image carousel,YouTube Studio content type,,,,8,6,YouTube views (Shorts: start of play/swipe-in),,0,,,,,,,88,,,1,single_platform,lifetime (age in age_days_at_collection),organic,community post (image carousel); date approximate/unavailable; views only
R215,youtube,youtube-community,UgkxsVbf,,2026-09-15,11,2026-09-26,senoufo-syenambele,text-rule,peuple,"En Côte d'Ivoire, les sculpteurs qui ont inspiré Picasso formaient une caste redoutée.",carousel,community post image carousel,YouTube Studio content type,,,,7,10,YouTube views (Shorts: start of play/swipe-in),,0,,,,,,,9,,,1.67,single_platform,lifetime (age in age_days_at_collection),organic,community post (image carousel); date approximate/unavailable; views only
R216,youtube,youtube-community,UgkxCIxK,,2026-09-14 (12 days ago),12,2026-09-26,krio-quatre-vagues-freetown,text-rule,peuple,"« Créole » veut dire né dans la colonie. En Afrique, c'est devenu un nom de peuples.",carousel,community post image carousel,YouTube Studio content type,,,,6,5,YouTube views (Shorts: start of play/swipe-in),,0,,,,,,,11,,,0.83,single_platform,lifetime (age in age_days_at_collection),organic,community post (image carousel); date approximate/unavailable; views only
R217,youtube,youtube-community,Ugkxl7n8,,2026-09-13 (13 days ago),13,2026-09-26,dioula-un-metier-une-langue-une-identite,text-rule,peuple,Dioula n'est pas un nom de peuple. C'est le mot mandingue pour marchand.,carousel,community post image carousel,YouTube Studio content type,,,,6,21,YouTube views (Shorts: start of play/swipe-in),,0,,,,,,,35,,,3.5,single_platform,lifetime (age in age_days_at_collection),organic,community post (image carousel); date approximate/unavailable; views only
R218,youtube,youtube-community,Ugkx_1Qz,,2026-09-13,13,2026-09-26,amazigh-berbere-deux-noms,text-rule,langue,"Au Maroc et en Algérie, « Amazigh » ne veut pas dire « les hommes libres ».",carousel,community post image carousel,YouTube Studio content type,,,,8,10,YouTube views (Shorts: start of play/swipe-in),,0,,,,,,,54,,,1.67,single_platform,lifetime (age in age_days_at_collection),organic,community post (image carousel); date approximate/unavailable; views only
R219,youtube,youtube-community,Ugkx61zp,,2026-09-13,13,2026-09-26,unresolved,text-rule,,(no text),carousel,community post image carousel,YouTube Studio content type,,,,6,6,YouTube views (Shorts: start of play/swipe-in),,0,,,,,,,92,,,1,single_platform,lifetime (age in age_days_at_collection),organic,community post (image carousel); date approximate/unavailable; views only
R220,youtube,youtube-community,UgkxLUJ9,,2026-09-12 (2 weeks ago),14,2026-09-26,unresolved,text-rule,,(no text),carousel,community post image carousel,YouTube Studio content type,,,,6,5,YouTube views (Shorts: start of play/swipe-in),,0,,,,,,,17,,,0.83,single_platform,lifetime (age in age_days_at_collection),organic,community post (image carousel); date approximate/unavailable; views only
R221,linkedin,linkedin-company,li-co-220,,2026-09-25,1,2026-09-26,frontieres-appartenance,text-rule,,Pourquoi les pays d'Afrique ont-ils gardé leurs frontières ? Un pays a un État et des frontières...,short_video,video,analytics table 'Type de post',,,,,2,LinkedIn video views (blank for images),,1,0,0,0,,,0,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R222,linkedin,linkedin-company,li-co-221,,2026-09-25,1,2026-09-26,manden-mande-mandingue-trois-mots,text-rule,langue,"D'où vient le nom Mandé ? Manden, Mandé, mandingue : trois noms proches, trois usages...",short_video,video,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,,,,,,,,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R223,linkedin,linkedin-company,li-co-222,,2026-09-25,1,2026-09-26,mali-quelle-histoire,text-rule,pays,"Le nom Mali a désigné un empire, une ville, une fédération puis une république...",short_video,video,analytics table 'Type de post',,,,,,LinkedIn video views (blank for images),,,,,,,,,,,,,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
R224,linkedin,linkedin-company,li-co-223,,2026-09-22,4,2026-09-26,comprendre-afrique-noms,text-rule,introduction,Comprendre l'Afrique à travers les noms. Nous souhaitons comprendre les sociétés africaines...,short_video,video,analytics table 'Type de post',,,,,51,LinkedIn video views (blank for images),,124,2,0,1,,,1,,,58.8,25.5,single_platform,lifetime (age in age_days_at_collection),organic,company page; metrics blank for 3 recent posts; admin-table date may be creation date
